    0.126716401432126702E+00   -0.403214015421474226E+00    0.216830099273853875E+03   -0.268871290712660516E+01    0.158615405862412437E+02    0.390868718568019835E+01    0.115912910521221013E+01    0.379922624593901830E+02   -0.623223558415890238E+04
    0.122472441168980081E+00   -0.445790189254590352E+00    0.218255620766875467E+03   -0.305692342541191175E+01    0.200732750914452609E+02    0.839541990709202537E+02    0.132489608276000559E+01    0.381247200214109228E+02   -0.623044984128356919E+04
    0.117895130195858053E+00   -0.473778366390882277E+00    0.226778915536853475E+03   -0.340340895121831988E+01    0.505066334767758462E+02    0.121199729605104551E+03    0.121717666199398034E+01    0.375020961927506491E+02   -0.622960176867871178E+04
    0.132587833535777494E+00   -0.372107956260886441E+00    0.211283428619901883E+03   -0.293044873585293919E+01    0.588579054580860301E+02    0.137060507449774121E+03    0.120683511916322672E+01    0.450896241647825704E+02   -0.622845901939144369E+04
    0.122042595892728464E+00   -0.447548235706207720E+00    0.217565932524783790E+03   -0.279643453448592361E+01    0.495254983767396162E+01    0.397581215806373365E+02    0.129464002700882563E+01    0.458008604403955815E+02   -0.622810481416871244E+04
    0.127219736380243920E+00   -0.410772892292497249E+00    0.217662003681059673E+03   -0.311221544169136966E+01    0.599389197670729743E+02    0.137523383268157147E+03    0.117002791523168193E+01    0.363780129916473811E+02   -0.622799411774740292E+04
    0.121206976095055347E+00   -0.442799661531208422E+00    0.223120500045406459E+03   -0.292282890371856086E+01    0.496256956176892245E+02    0.466674603208195435E+02    0.119378719201468986E+01    0.336489473492054856E+02   -0.622782341187500424E+04
    0.128661982832074334E+00   -0.416143601315630385E+00    0.214946215236144525E+03   -0.301896351205341595E+01    0.325807609337351209E+02    0.136418380460236705E+03    0.128922404994760775E+01    0.335181089094417857E+02   -0.622761504685497039E+04
    0.128447075150406431E+00   -0.430546857828148555E+00    0.211739573151662739E+03   -0.288190492836257439E+01    0.111132889346042596E+02    0.788707327375825162E+01    0.122324171605663801E+01    0.313625691897583501E+02   -0.622756869230646680E+04
    0.126699163468947301E+00   -0.441053676249100857E+00    0.212088383269165519E+03   -0.268918024376205889E+01    0.244914046580978493E+02    0.148292106279630360E+03    0.127534953730983780E+01    0.355025601883337742E+02   -0.622724642217959990E+04
