

    0.101251945947794922E-98    0.129081790774801630E+05    0.122537025804548269E+00   -0.425557956220557143E+00    0.232063785475209897E+03   -0.309764165453381812E+01    0.977863001192652064E+02    0.638275105060969636E+02    0.120034154336932009E+01    0.896563957363205901E+02
    0.106987187483356554E-98    0.129080638831619508E+05    0.112316320718377022E+00   -0.561578834438457353E+00    0.210957737392809122E+03   -0.211883770697022733E+01    0.436338356061355555E+02    0.481825038143701221E+02    0.120269749482342125E+01    0.456826624588997419E+02
    0.119851935299954078E-98    0.129078317871133731E+05    0.140300667488195141E+00   -0.298211525043124481E+00    0.204438046286339898E+03   -0.324930170289875786E+01    0.539938355441149298E+02    0.175956582241363492E+03    0.945254834928555665E+00    0.608036571620098911E+02
    0.123697995416096343E-98    0.129077636151821189E+05    0.148906084929166460E+00   -0.260702117758340568E+00    0.204661197335136308E+03   -0.260995734407924029E+01    0.707881503590351713E+02    0.158119224607083424E+03    0.132285960286442039E+01    0.902710327506010657E+02
    0.278733950454547207E-98    0.129061337858416973E+05    0.128804606791172116E+00   -0.363232828642731986E+00    0.212344759246360894E+03   -0.325792492529265143E+01    0.477127611310092448E+02    0.427840336547889422E+01    0.919613316692504568E+00    0.260129085085473513E+02
    0.319040110436853851E-98    0.129058586676643881E+05    0.177724362728045371E+00   -0.284284522404921858E+00    0.168385035218614235E+03   -0.231208651180379698E+01    0.715705611052284070E+02    0.647939100100865630E+02    0.142861484075484757E+01    0.181775233332050448E+02
    0.468759030664710682E-98    0.129050841236452088E+05    0.131511086794897758E+00   -0.342820950409913117E+00    0.207965715082505284E+03   -0.269509448925325801E+01    0.922034538139004241E+02    0.786924192862000069E+02    0.131402402700938148E+01    0.101060625626008161E+03
    0.580604897386213127E-98    0.129046511603570452E+05    0.171706448764842978E+00   -0.151823254709896993E+00    0.193661103910037127E+03   -0.297973475817912714E+01    0.677777777046510579E+02    0.631829854970380325E+02    0.111873878731582055E+01    0.590851588461957888E+02
    0.599710638706973138E-98    0.129045814067901119E+05    0.175379061864140290E+00   -0.266512564821516251E+00    0.167771646657386810E+03   -0.209096676879031573E+01    0.650381740193606674E+02    0.215524125277653695E+02    0.139655777006255577E+01    0.640408258545220406E+02
    0.700748772218649949E-98    0.129042650024543473E+05    0.139960377007143311E+00   -0.313979132611122480E+00    0.198200310395426726E+03   -0.218892496775348100E+01    0.408346413586556238E+02    0.162346384125392888E+03    0.141375255837413105E+01    0.225957709843873467E+02
