    0.113157846429333214E+00   -0.498086991881175278E+00    0.235017607539027949E+03   -0.372760259064116806E+01    0.139798642807460052E+02    0.117639591129478220E+03    0.102992884320271871E+01    0.113057579192581970E+01    0.486335052259509197E+02   -0.727643917390696697E+04
    0.124507647887032877E+00   -0.427364873543681745E+00    0.217703340954340831E+03   -0.274496311456422060E+01    0.193814773013353197E+02    0.423544370855720871E+02    0.105031557811756793E+01    0.122114841155973730E+01    0.491778102206063465E+02   -0.727579232031648189E+04
    0.112206902160268920E+00   -0.509786376761929505E+00    0.233690214038154835E+03   -0.338062108466443201E+01    0.157952284414450475E+02    0.993791461260847626E+02    0.107319974640767191E+01    0.122284064708983786E+01    0.400665113000774511E+02   -0.727535533860565738E+04
    0.122660507943002872E+00   -0.450395749009576574E+00    0.222254020823752370E+03   -0.291431300091728840E+01    0.120167544830790760E+02    0.477924808628719830E+02    0.103698108112422016E+01    0.117549695015724098E+01    0.436960332636435851E+02   -0.727516449189866944E+04
    0.111415983115353459E+00   -0.502235627801307039E+00    0.234062627871751346E+03   -0.317329844511609149E+01    0.127891098454436691E+01    0.792482139022398169E+00    0.103031081379261202E+01    0.119769272373893720E+01    0.331781488553316848E+02   -0.727456726332829658E+04
    0.112394442637136896E+00   -0.494461073857245026E+00    0.235441748558114824E+03   -0.336403107738304374E+01    0.607068782484109448E+01    0.519600877614385013E+02    0.997010390576037020E+00    0.120156447469587313E+01    0.284618227916596993E+02   -0.727414430601639378E+04
    0.115258022445280342E+00   -0.461302498778320080E+00    0.232244158906765563E+03   -0.319922532418924987E+01    0.499785012239840931E+01    0.105337928447508972E+03    0.101607524291179141E+01    0.118588820961515462E+01    0.399738313047477973E+02   -0.727409225221392899E+04
    0.120510565356702459E+00   -0.467056225960535809E+00    0.223845092849922992E+03   -0.295590314822850564E+01    0.238885354276181801E+02    0.416317900197069122E+02    0.102795885842722634E+01    0.115773035993975437E+01    0.377987037506121055E+02   -0.727393389158560512E+04
    0.110808950082344690E+00   -0.506756863522269563E+00    0.235682279182927573E+03   -0.309998058789516051E+01    0.131615137401581297E+02    0.352033337334860903E+02    0.103424357272274303E+01    0.119597472501112967E+01    0.388418675762575276E+02   -0.727392361879735836E+04
    0.123588568552263189E+00   -0.430744192597446784E+00    0.221258832924166370E+03   -0.324652620828493310E+01    0.734053783228060563E+01    0.974239941933222582E+02    0.106535770614610192E+01    0.120333968394520774E+01    0.358258978392493646E+02   -0.727391005275002954E+04
    0.108864859563698277E+00   -0.513720287508963258E+00    0.242337243512590874E+03   -0.402255005833898949E+01    0.346752053670853115E+02    0.379105539023321541E+02    0.978801730199815756E+00    0.115341290426191390E+01    0.418110423175426504E+02   -0.727363029376958821E+04
    0.118847606358331734E+00   -0.458856915833770695E+00    0.227247902100652141E+03   -0.314815483249889461E+01    0.108962581823588263E+02    0.210955308577914344E+02    0.103339124761355872E+01    0.119103698114105594E+01    0.273734905729824831E+02   -0.727353439425802571E+04
    0.121434703857924126E+00   -0.459637246036207037E+00    0.223708107324742429E+03   -0.307122263500557136E+01    0.128861905322720887E+02    0.128149476176660329E+03    0.102006963160279396E+01    0.124804254897633760E+01    0.393761759587010971E+02   -0.727325103618442517E+04
