    0.645460465763520972E+02    0.342272732143709291E+00    0.121859120491248439E+07   -0.384060452485103632E+01    0.880056817948818235E+02    0.316533172130584717E+02    0.730154180526733310E+00    0.130412287712097164E+01    0.244968388181924809E+03   -0.694841934247257935E+12   -0.460515351937698814E+01    1
    0.320240925628941895E+02    0.515286610993530791E+00    0.466471193292987391E+04   -0.343102881620967182E+01    0.490379367709159908E+02    0.178568944931030273E+03    0.873373985290527344E+00    0.754818964004516535E+00    0.712945068061351606E+02   -0.195715535159656739E+10   -0.461515351937698259E+01    1
    0.433099794247032435E+02   -0.595012730504214327E+00    0.234063204671249041E+05   -0.347774490316437079E+01    0.609857562541961684E+02    0.112049839496612549E+03    0.101808280944824214E+01    0.712963724136352450E+00    0.239525569099187834E+03   -0.638663842180946708E+09   -0.462515351937698149E+01    1
    0.165508443587408784E+02   -0.562372855050701781E+00    0.188873125694807357E+06   -0.322782414256389760E+01    0.559781493782997188E+02    0.991740345954895020E+02    0.977090179920196533E+00    0.107459006309509286E+01    0.214362161231040943E+03   -0.557284185839643240E+09   -0.463515351937698661E+01    1
    0.411388615618439104E+02   -0.531475366556335427E+00    0.501521816548157676E+04   -0.264653392643930285E+01    0.553361645281314907E+02    0.187186753749847412E+02    0.895596301555633523E+00    0.128139514923095699E+01    0.209346564996242506E+03   -0.409781510428022861E+09   -0.464515351937698728E+01    1
    0.106517420322180767E+01    0.193919878772354559E+00    0.374871265237952030E+05   -0.325821399015586177E+01    0.769197946310043363E+02    0.170913555622100830E+03    0.878700351715087868E+00    0.102499251365661626E+01    0.171060587280988670E+03   -0.343872798688860953E+09   -0.465515351937698174E+01    1
    0.912718898092875435E+02   -0.113229849584744313E+01    0.483314766771203494E+03   -0.374625187476341548E+01    0.137063751220703125E+02    0.272015798091888428E+02    0.828513109683990390E+00    0.102206964492797847E+01    0.288784506469964981E+03   -0.301444669756110311E+09   -0.466515351937698153E+01    1
    0.303013059270928267E+02    0.476477660748463261E+00    0.826405181886686023E+03   -0.270718205077215002E+01    0.638814082741737366E+01    0.860018241405487061E+02    0.124050334692001352E+01    0.995391798019409135E+00    0.518784617722034440E+02   -0.268240619446137547E+09   -0.467515351937698398E+01    1
    0.599699129938497038E+02    0.149823833992213662E-01    0.588960956391567152E+03   -0.381380109730060646E+01    0.261989602684974692E+02    0.759404718875885010E+02    0.103510081768035889E+01    0.142091298103332520E+01    0.205162373024225218E+03   -0.265016006786924869E+09   -0.468515351937698377E+01    1
    0.236348537040505597E+02   -0.434590115891062612E+00    0.165007371964882736E+04   -0.224564994870724233E+01    0.219142242252826733E+02    0.318522083759307861E+02    0.711129343509674050E+00    0.999257040023803667E+00    0.166631376749277109E+03   -0.154200601038839698E+09   -0.469515351937698444E+01    1
    0.161468142127791374E+02   -0.898219613961229735E+00    0.625115450764621528E+04   -0.254437457673000633E+01    0.232794788599014311E+02    0.328701710700988770E+02    0.104430108070373540E+01    0.126611957550048837E+01    0.166603093147277836E+01   -0.107868397992098570E+09   -0.470515351937698423E+01    1
    0.553041140654576324E+01   -0.100043140522752316E+01    0.635934651198659267E+05   -0.249414256977453297E+01    0.680363772749900733E+02    0.735585522651672363E+02    0.101929656267166147E+01    0.102399449348449711E+01    0.215895444369316067E+03   -0.411349380077725872E+08   -0.471515351937698135E+01    1
    0.117101095478694965E+02   -0.331121925315471133E+00    0.313286101378592036E+03   -0.394464687409371084E+01    0.258339848995208783E+02    0.110857844352722168E+01    0.127024289369583121E+01    0.829105091094970659E+00    0.154641251331567759E+03   -0.227520012112434208E+08   -0.472515351937698025E+01    1
    0.200501811795649534E-01   -0.913022937037022420E-02    0.218700416891443403E+07   -0.329185740136618676E+01    0.197256760478019757E+02    0.101360110044479370E+03    0.127651293277740496E+01    0.894186496734619141E+00    0.232764597713947268E+03   -0.224684254926746562E+08   -0.473515351937698448E+01    1
    0.823612230856457472E+02   -0.786652903833323203E+00    0.292447662879765886E+02   -0.306913043002977926E+01    0.824297353744506864E+02    0.842341840267181396E+02    0.914232182502746626E+00    0.104582781791687007E+01    0.817863313078880196E+02   -0.205986940334686339E+08   -0.474515351937698782E+01    1
    0.544928334358130129E-03    0.556939486783558202E+00    0.444463824338461098E+06   -0.388560043852421266E+01    0.906878112554550242E+01    0.114274549484252930E+02    0.886550748348236106E+00    0.120045638084411621E+01    0.279795594745874382E+03   -0.160686923234899119E+08   -0.475515351937698494E+01    1
    0.111092244565534193E+01    0.314555553510151797E+00    0.132093652213884457E+04   -0.253405582479160696E+01    0.850226479649543734E+02    0.169718770980834961E+03    0.771446216106414728E+00    0.146922307014465336E+01    0.539366748750209766E+02   -0.123678041914621089E+08   -0.476515351937698117E+01    1
    0.117236528013542562E+01   -0.185980896302870097E+00    0.213345713381100177E+04   -0.221507267946091124E+01    0.571902422606945109E+02    0.115148220062255859E+03    0.101213306188583374E+01    0.135845456123352060E+01    0.789947428166866246E+02   -0.114502879478575923E+08   -0.477515351937698451E+01    1
    0.277682112415667115E+01   -0.884091960328343696E+00    0.630074436536612893E+03   -0.292491574270846932E+01    0.639205109655857129E+02    0.476797413825988770E+02    0.108803832530975342E+01    0.760045242309570268E+00    0.225383241552114470E+03   -0.857463644591882266E+07   -0.478515351937698341E+01    1
    0.163123214629090185E+02    0.243772113336984064E+00    0.141132603217165467E+03   -0.280190627951802185E+01    0.959075646638870296E+02    0.423259341716766357E+02    0.118162059783935547E+01    0.126124892234802255E+01    0.985433699369430371E+02   -0.665263382164247427E+07   -0.479515351937697876E+01    1
    0.151104051381987148E+02    0.812121518924511898E+00    0.186254921059923163E+03   -0.275180137367027511E+01    0.283159293532371557E+02    0.865695834159851074E+02    0.926855194568634078E+00    0.929858827590942294E+00    0.109878021103143681E+03   -0.665227507137997169E+07   -0.480515351937698032E+01    1
    0.198673466798170106E+01   -0.398771801639276391E+00    0.574043374517468919E+03   -0.250609388458673266E+01    0.971084868967533055E+02    0.748580181598663330E+02    0.702026462554931618E+00    0.786005353927612282E+00    0.212659097230434384E+03   -0.524197697103797551E+07   -0.481515351937698277E+01    1
    0.128295017049445237E+01   -0.911923293839452143E+00    0.681298563691610525E+03   -0.287949128891992912E+01    0.813517557859420748E+02    0.840105736255645752E+02    0.759227752685546875E+00    0.144878368377685551E+01    0.210177182739973034E+03   -0.354550935952077014E+07   -0.482515351937698345E+01    1
    0.392244785667296947E+01   -0.103393929331597190E+01    0.770827040982751299E+02   -0.300717759293881226E+01    0.586579917728900924E+02    0.176843115091323853E+03    0.121736546754837027E+01    0.944672822952270508E+00    0.282165448147058498E+03   -0.345619971921681007E+07   -0.483515351937698323E+01    1
    0.130778831226506416E-01    0.579598654810658198E+00    0.103849942241250374E+05   -0.156804231889663881E+01    0.330189812123775539E+02    0.171842061281204224E+03    0.701504147052764870E+00    0.107637019157409664E+01    0.325531524360179887E+02   -0.328250844109255588E+07   -0.484515351937698480E+01    1
    0.494263885042564508E-01   -0.391847640495131322E+00    0.140548091616695339E+06   -0.179111415782806693E+01    0.433469374239444747E+02    0.131648021936416626E+03    0.918570315837860085E+00    0.117240438461303720E+01    0.528314011037349687E+02   -0.255560370944712544E+07   -0.485515351937698814E+01    1
    0.160500020397512988E+00   -0.506601211505025018E+00    0.508269067609170452E+04   -0.337505546541657075E+01    0.164917432367801702E+02    0.723543155193328857E+02    0.105672768354415902E+01    0.771975088119506769E+00    0.214771758902072889E+03   -0.901438027892986662E+06   -0.486515351937698437E+01    1
    0.147992066750720070E+02   -0.654174752383676950E+00    0.154038798080850547E+02   -0.332717349081406022E+01    0.775568551063537654E+02    0.390144789218902588E+02    0.108426914215087900E+01    0.145076422691345219E+01    0.259771123600006092E+03   -0.694189170206304989E+06   -0.487515351937698149E+01    1
    0.136456325488789554E+00   -0.459322382618410574E+00    0.355237874805325009E+04   -0.286978516056541055E+01    0.248295434355735800E+02    0.150410192012786865E+03    0.816524887084960849E+00    0.133367719650268546E+01    0.126546880221366862E+03   -0.634743441200687783E+06   -0.488515351937698572E+01    1
    0.124940566206541044E-01   -0.467453090987032582E+00    0.565775265228184173E+06   -0.391169711436198408E+01    0.783679776430130062E+02    0.146373488903045654E+03    0.904479742050170898E+00    0.756763076782226540E+00    0.223756344771385159E+03   -0.529853587701153127E+06   -0.489515351937698817E+01    1
    0.199382441020714261E+02   -0.559693096474255247E+00    0.118989749669691207E+02   -0.226668899912124244E+01    0.350840865671634674E+02    0.700012457370758057E+02    0.847235214710235551E+00    0.104828052520751958E+01    0.712403621196746712E+02   -0.510240124604440061E+06   -0.490515351937698973E+01    1
    0.537711365622278858E+01   -0.332009155907379727E+00    0.392220015178354160E+02   -0.316291990213334095E+01    0.549934292316436810E+02    0.806121718883514404E+02    0.959779953956603982E+00    0.143031244277954106E+01    0.178095606929063791E+03   -0.405157693199049681E+06   -0.491515351937698775E+01    1
    0.478964379248850547E+00   -0.237725751126483864E+00    0.341005542626068859E+03   -0.268901699226193136E+01    0.384523172616958675E+02    0.840858149528503418E+02    0.764147496223449685E+00    0.118878979682922359E+01    0.211205699402093870E+03   -0.393097413785286946E+06   -0.492515351937698220E+01    1
    0.781348524165499936E+00   -0.737843594190311758E+00    0.138471336300248595E+03   -0.306967092927797935E+01    0.931410425543785152E+02    0.802013432979583740E+02    0.717056596279144198E+00    0.725170230865478493E+00    0.244194614315032936E+03   -0.370849901387000980E+06   -0.493515351937698199E+01    1
    0.989287508780628877E+00   -0.376794199934906260E+00    0.109832563854067899E+03   -0.188573915811272474E+01    0.147164977192878732E+01    0.294940960407257080E+02    0.818525815010070712E+00    0.112580556869506831E+01    0.118260687518119795E+03   -0.236717421012296254E+06   -0.494515351937698799E+01    1
    0.876313369674446840E+00   -0.498184074588529535E+00    0.112855375291876712E+03   -0.238157680180853148E+01    0.321007966935634670E+02    0.192075991630554199E+02    0.124281480312347403E+01    0.815354442596435525E+00    0.291726034092903149E+03   -0.225857818691289955E+06   -0.495515351937699045E+01    1
    0.361938877228820610E+01   -0.899207379755738279E+00    0.119987473807514426E+02   -0.317972735687202102E+01    0.622160401463508634E+02    0.432109022140502930E+02    0.103176432847976685E+01    0.858767032623291016E+00    0.266129504483938206E+03   -0.188078240195156977E+06   -0.496515351937698846E+01    1
    0.152423797769325590E-03   -0.107350713326225256E-01    0.625697815905751660E+08   -0.333072004028920610E+01    0.468826623618602767E+02    0.266023421287536621E+02    0.123315019607543963E+01    0.102798676490783691E+01    0.276731352275609993E+03   -0.144115698886989761E+06   -0.497515351937698824E+01    1
    0.169867870081061654E-04    0.271015857940055283E+00    0.263092765084679127E+08   -0.342231575781533071E+01    0.392055143833160429E+02    0.330938458442687988E+02    0.112465437650680533E+01    0.121861386299133301E+01    0.297286956161260605E+03   -0.117352628013897556E+06   -0.498515351937698359E+01    1
    0.389080203207686937E+00   -0.940918054435297968E+00    0.629947325000253926E+02   -0.253175960334171712E+01    0.436943589150905680E+02    0.140278061628341675E+03    0.820707988739013627E+00    0.975447082519531161E+00    0.231096327006816864E+02   -0.763441880663169723E+05   -0.499515351937698426E+01    1
    0.939857945420064738E+02   -0.630217033289967254E+00    0.296082036436521712E+01   -0.336977888743452736E+01    0.559207777321338710E+02    0.149651598930358887E+03    0.968087148666381792E+00    0.986616468429565407E+00    0.209980392098426790E+03   -0.730683245724787703E+05   -0.500515351937698583E+01    1
    0.655463160716099509E+02   -0.275955559808544859E+00    0.539714152152471982E+01   -0.266248840845512369E+01    0.645023612797260313E+02    0.235187458992004395E+02    0.121772209405899057E+01    0.739204502105712868E+00    0.111781923294067376E+02   -0.685147824368409056E+05   -0.501515351937698384E+01    1
    0.169421142858743244E-04   -0.319403556254586773E+00    0.151772640471580823E-02   -0.257305977188457158E+01    0.980799707174301183E+01    0.341955685615539551E+02    0.831444227695464999E+00    0.128336081504821786E+01    0.275639224648475647E+02   -0.658976338530740322E+05   -0.502515351937698451E+01    1
    0.227166560161866544E-02    0.182897686631340761E+00    0.798995117306724664E-02   -0.274983904310130889E+01    0.694707875192165289E+02    0.508993041515350342E+02    0.996888279914855957E+00    0.948023319244384766E+00    0.149200255542993517E+03   -0.658976338530722278E+05   -0.503515351937698608E+01    1
    0.151218569841796201E-02   -0.876351985822314994E+00    0.161973077024460052E-01   -0.424114552028770575E+01    0.853665979802608490E+02    0.416993379592895508E+02    0.987711012363433838E+00    0.819982862472534157E+00    0.981910094022750712E+02   -0.658976338530468347E+05   -0.504515351937698409E+01    1
    0.257839691812877421E-01    0.315363532363915622E+00    0.155304756828422513E+00   -0.330944525339704310E+01    0.242323007285594976E+02    0.372139978408813477E+02    0.792293632030486972E+00    0.871143436431884743E+00    0.140919747227430321E+03   -0.658976338493728836E+05   -0.505515351937698298E+01    1
    0.275235329576040859E-03   -0.862399136076511752E+00    0.844802609204114291E-01   -0.381587495306956548E+01    0.773479889690875950E+02    0.993012785911560059E+02    0.852528429031372048E+00    0.114172368049621586E+01    0.244521931368112547E+03   -0.658976338458519022E+05   -0.506515351937698455E+01    1
    0.381063287095847496E-04   -0.610086868048446140E+00    0.209364383433896656E+00   -0.327979621315277958E+01    0.415838861942291302E+02    0.404191517829895020E+02    0.867541861534118608E+00    0.127344670295715323E+01    0.409340134322643294E+02   -0.658976338367009303E+05   -0.507515351937697989E+01    1
    0.233817906930476459E-04   -0.586931004718199700E+00    0.147205138244775352E+00   -0.289626121142470172E+01    0.852808293044567165E+02    0.116749874353408813E+03    0.117319774627685547E+01    0.127218637466430673E+01    0.158226491171121580E+03   -0.658976338341359224E+05   -0.508515351937698501E+01    1
    0.563883221550375195E-04   -0.993513044245910582E-01    0.228491551854041429E-01   -0.174340847469904481E+01    0.650966207802295713E+02    0.152878768444061279E+03    0.914276921749115012E+00    0.119706006050109859E+01    0.165839530819654442E+03   -0.658976338229104149E+05   -0.509515351937699013E+01    1
    0.933969346285128734E-04   -0.773917240797134198E+00    0.922211600410048349E-01   -0.289073157383665436E+01    0.778157867133617458E+02    0.168687375783920288E+03    0.978802430629730269E+00    0.938897895812988215E+00    0.273083727174997307E+03   -0.658976337318462320E+05   -0.510515351937699080E+01    1
    0.873684262994524818E-03    0.674592881427271140E-01    0.738754607741366254E+00   -0.328517210193861064E+01    0.563645669162273464E+02    0.427611279487609863E+02    0.852118837833404585E+00    0.108836712837219229E+01    0.263377027440071117E+03   -0.658976336813700473E+05   -0.511515351937698348E+01    1
    0.163899000056331296E-02    0.504992003002732393E+00    0.109676623558791975E+01   -0.268551964208724847E+01    0.183012282252311720E+01    0.104304027557373047E+03    0.107567448616027828E+01    0.103535180091857915E+01    0.131409945386648161E+03   -0.658976332799121301E+05   -0.512515351937698238E+01    1
    0.251634536377118572E+02    0.798017868244534911E-01    0.160993301116539062E+00   -0.412026585573715387E+01    0.455686884522437996E+01    0.273780369758605957E+02    0.877563023567199729E+00    0.701218128204345703E+00    0.179364852046966547E+03   -0.658976330451897957E+05   -0.513515351937698394E+01    1
    0.110244736047973117E-04    0.615719451423083042E+00    0.921013255516579221E+01   -0.329141981208558532E+01    0.176074094176292428E+01    0.454269540309906006E+02    0.121622155904769902E+01    0.105592441558837891E+01    0.259759504568576801E+03   -0.658976323834743089E+05   -0.514515351937697751E+01    1
    0.499923646941351392E-04   -0.173768484274186896E+00    0.718333191308657915E+00   -0.210078742147287389E+01    0.782170309662818966E+02    0.177832581996917725E+03    0.108722414970397940E+01    0.135804200172424316E+01    0.239648820209503157E+03   -0.658976314031377842E+05   -0.515515351937698085E+01    1
