    0.576628002596760894E+02    0.424148850088819362E+00    0.322939577034059403E+05   -0.388697346505916030E+01    0.548708259940147443E+02    0.524859595298767090E+02    0.103128186112642268E+03   -0.387187722510659973E+12   -0.599146350544150419E+01    1
    0.275330349114573956E+02    0.636143301576161502E+00    0.253992940600004476E+04   -0.322412238162574560E+01    0.575971611559391050E+02    0.836806297302246094E+02    0.165448237591981865E+03   -0.209115253942901062E+12   -0.599396350544151169E+01    1
    0.662206021385927812E+01    0.381688392975458479E+00    0.429291905438740671E+09   -0.313320578014351225E+01    0.492353881239891109E+02    0.740198922157287598E+02    0.294699487239122391E+03   -0.186572036631917297E+12   -0.599646350544151474E+01    1
    0.206879670748928675E+02    0.186647079088293200E+00    0.794062891750828130E+05   -0.334580020157652980E+01    0.203943906664848349E+02    0.113565094470977783E+03    0.213799460476636852E+03   -0.182170874847501648E+12   -0.599896350544151957E+01    1
    0.354217808223828072E+02   -0.106286887996237533E-01    0.406779088712351731E+05   -0.242725753262701538E+01    0.814118129134178190E+02    0.941199052333831787E+02    0.140353668016195286E+03   -0.141849295648272186E+12   -0.600146350544151552E+01    1
    0.501570913628389690E+02   -0.471258383517502710E+00    0.147359089937916724E+04   -0.192048055116193095E+01    0.846865400314331112E+02    0.152649976015090942E+03    0.207186301046609856E+03   -0.721410188958865356E+11   -0.600396350544151858E+01    1
    0.862994161049082997E+01   -0.987942842569095037E-02    0.293257514065568452E+06   -0.281168575918133490E+01    0.783508465349674168E+02    0.117133473157882690E+03    0.190534727472066862E+03   -0.491372935041574936E+11   -0.600646350544151630E+01    1
    0.280458832639395830E+02    0.118265228914982479E+00    0.132288298506658066E+04   -0.197222704159214901E+01    0.375062304735183760E+01    0.142483985424041748E+02    0.127317794018983832E+03   -0.472478490258531799E+11   -0.600896350544152469E+01    1
    0.198217787776819598E+02   -0.314035387357754381E+00    0.236522373148710676E+04   -0.325755859888596877E+01    0.680780230760574341E+02    0.140524084568023682E+03    0.201796017861366238E+03   -0.416066793286881485E+11   -0.601146350544151886E+01    1
    0.196454483718567126E+02   -0.834485945758999925E+00    0.541347216291641234E+06   -0.266698209576907574E+01    0.148865518629550930E+02    0.420615863800048828E+02    0.270414496022462856E+03   -0.385234542392396774E+11   -0.601396350544150859E+01    1
    0.361465543349277283E+02   -0.388445704379426715E+00    0.610032373323271372E+03   -0.329010380269188030E+01    0.823994745850563106E+02    0.166524024009704590E+03    0.267781265991926205E+03   -0.362464705189154739E+11   -0.601646350544151520E+01    1
    0.593843224689782687E+02   -0.966203227120257191E+00    0.609997290102294119E+04   -0.294768920056735562E+01    0.510038698613643717E+02    0.730353605747222900E+02    0.106285255706310252E+03   -0.351538550974314346E+11   -0.601896350544151559E+01    1
    0.314351762894760185E+02   -0.952726360909916359E+00    0.116876793367347331E+07   -0.278668721215941861E+01    0.751015272855758695E+02    0.250432169437408447E+02    0.176624405169486977E+03   -0.338203565915390244E+11   -0.602146350544152753E+01    1
    0.140439087184858717E+02    0.753372379513073120E-02    0.648968455414233540E+04   -0.393665127348903576E+01    0.875372231006622314E+02    0.732440793514251709E+02    0.938953641057014323E+02   -0.324522826889297333E+11   -0.602396350544153325E+01    1
    0.283634793241887273E+02   -0.386988404789924412E+00    0.125803646548143433E+04   -0.230601605138931909E+01    0.956814006924629155E+02    0.128638540506362915E+03    0.145566823536157585E+03   -0.290888321657298660E+11   -0.602646350544152298E+01    1
    0.273135294576680510E+00    0.734601824818770233E+00    0.772521757621242898E+06   -0.326049653434624531E+01    0.512860597610473690E+02    0.878595542907714844E+02    0.124052327799797041E+03   -0.267485492589291115E+11   -0.602896350544150561E+01    1
    0.215290585194632484E+02   -0.792321834595360430E+00    0.406145847191904613E+04   -0.417880380977373811E+01    0.289155121803283706E+02    0.612512576580047607E+02    0.163263055288791634E+03   -0.233337980389213524E+11   -0.603146350544150955E+01    1
    0.504821467529432368E+02    0.849247705752480542E-01    0.446990763936205667E+03   -0.217532283963151141E+01    0.294739493846893339E+02    0.693039679527282715E+02    0.145458158779144270E+03   -0.232334490897276306E+11   -0.603396350544152682E+01    1
    0.131633150229342331E+02   -0.343607040374416473E+00    0.248016191035222573E+04   -0.346270356024167292E+01    0.788837448716163578E+02    0.226928400993347168E+02    0.153078473728895176E+03   -0.217373238407563744E+11   -0.603646350544153165E+01    1
    0.257312538275963831E+01    0.102361388679060417E+00    0.397372928178766742E+06   -0.379539429701111430E+01    0.667802746534347449E+02    0.116761354207992554E+03    0.103672779053449617E+03   -0.118109581879041519E+11   -0.603896350544152227E+01    1
    0.853459624933057803E+01   -0.145615251995935863E+00    0.744222285524147310E+03   -0.314943959508334270E+01    0.106087944984436042E+02    0.109532114267349243E+03    0.206278515058755858E+03   -0.983363778596304131E+10   -0.604146350544151556E+01    1
    0.322959232000273344E+01   -0.396945150959344850E+00    0.486024913846571406E+06   -0.324336299738663669E+01    0.667939640581607819E+02    0.137625582218170166E+03    0.171136682999134052E+03   -0.783760565791721916E+10   -0.604396350544152039E+01    1
    0.961401360178313382E+02   -0.691114128683385509E+00    0.135545141743085533E+05   -0.350203292428043600E+01    0.844979430258274107E+02    0.420763170719146729E+02    0.712745833992957945E+01   -0.660318769381168652E+10   -0.604646350544152966E+01    1
    0.533467396937893668E+01   -0.505884898117363369E+00    0.788739367985373292E+03   -0.196981544208356274E+01    0.748118704378604917E+02    0.649240064620971680E+02    0.223896005529165251E+03   -0.552794270770813942E+10   -0.604896350544152206E+01    1
    0.333980628548059044E+00    0.190330912056626556E+00    0.412357710770240956E+05   -0.234733431700367756E+01    0.304782836675643942E+02    0.960506665706634521E+02    0.299492284077405941E+03   -0.396691718472291565E+10   -0.605146350544152156E+01    1
