    0.133569728613414718E+02    0.703140242637861457E+00    0.634240386227987823E+06   -0.251575423250568964E+01    0.238489973962307005E+02    0.173054752349853516E+03    0.393164833784103394E+02   -0.514678832030158264E+12   -0.690775511231546968E+01    1
    0.287033936473798201E+01    0.788679277561233683E+00    0.808878793847120251E+06   -0.368750983393101617E+01    0.886523349761962862E+02    0.332524716854095459E+02    0.203118120634555794E+03   -0.211426349462475586E+12   -0.690875511231548245E+01    1
    0.386262592328087280E+02    0.334133305978114137E+00    0.761229720740667135E+08   -0.315461922323738531E+01    0.737207730770111027E+02    0.388376355171203613E+01    0.102378651332855213E+03   -0.197590651347502838E+12   -0.690975511231547301E+01    1
    0.717343743668699485E+01    0.590919272547798524E+00    0.171060595591378602E+06   -0.209328327024031635E+01    0.948307819306850490E+02    0.845080804824829102E+02    0.502313657522201495E+02   -0.591405885504860229E+11   -0.691075511231547601E+01    1
    0.864941281090945466E+02    0.898466245726008972E-01    0.166839903913827555E+06   -0.282763680914545246E+01    0.285486373245716116E+02    0.187126457691192627E+02    0.735168700098991224E+02   -0.444689156435101776E+11   -0.691175511231546658E+01    1
    0.754870937649337890E+02   -0.918953666984266282E-01    0.775733939488893270E+09   -0.281538066156791134E+01    0.677269276559352846E+02    0.511582767963409424E+02    0.858119145631790019E+02   -0.271767569863090477E+11   -0.691275511231547579E+01    1
    0.335794128603535285E+02    0.355833299391158653E+00    0.343135627149714564E+05   -0.288919434145963727E+01    0.583225031077861829E+02    0.114208577871322632E+03    0.108252317309379564E+01   -0.165156341923014507E+11   -0.691375511231547435E+01    1
    0.133786273557265134E+01    0.863365737620932938E+00    0.642322005240554572E+05   -0.361157361824739986E+01    0.188686026036739385E+02    0.124261872768402100E+03    0.178829518580436684E+03   -0.153180362409937382E+11   -0.691475511231548357E+01    1
    0.735894011873095977E+01    0.197556140000522462E+00    0.940377660808122950E+06   -0.249854864654401210E+01    0.634047020554542584E+02    0.128942617177963257E+03    0.266888942253589619E+03   -0.130249828225705090E+11   -0.691575511231552209E+01    1
    0.853179254911799312E+01    0.141128757227576729E+00    0.283170469255819824E+07   -0.405649222520241537E+01    0.288237532734870925E+02    0.870765316486358643E+02    0.277301596462726593E+03   -0.120146226155603027E+11   -0.691675511231554463E+01    1
