

    0.130429356086635024E-98    0.820887468262908442E+04    0.124013853949202155E+00   -0.933690394385834788E+00    0.106302278562010869E+03   -0.246484606003268869E+01    0.981034524226624427E+02    0.612862208612609365E+02    0.130769909781164387E+03
    0.137175365757426449E-98    0.820877182582552814E+04    0.106396808152501993E+00   -0.960765832330346292E+00    0.111868922953004429E+03   -0.355100318986249519E+01    0.517314531201124055E+02    0.152020653851484155E+03    0.576534750743599389E+02
    0.145288172401028299E-98    0.820865490779206084E+04    0.117164437084913239E+00   -0.939383822452838579E+00    0.108076925744074444E+03   -0.325572223012382400E+01    0.138795808969522727E+01    0.227069751023270037E+02    0.167836082502887564E+03
    0.152367874877335722E-98    0.820855775047159659E+04    0.617904347012695337E-01   -0.131111229426829889E+01    0.161401276232238615E+03   -0.280889183762513595E+01    0.365370888612743769E+02    0.109125222414220318E+03    0.538772763398291659E+02
    0.166011184135274817E-98    0.820838423580333256E+04    0.832003130475164471E-01   -0.116027825801191153E+01    0.122681238431063051E+03   -0.253266786968482638E+01    0.326535232024383149E+02    0.876682110445958074E+02    0.142650041438646042E+03
    0.171169206634782057E-98    0.820832104096463991E+04    0.887634605417173678E-01   -0.103479043525813941E+01    0.147053940666349774E+03   -0.293648585253027772E+01    0.475882566719438813E+02    0.914532523271414277E+02    0.587186751646736127E+01
    0.192413812150567541E-98    0.820808504947536494E+04    0.914041394837527416E-01   -0.103592821392174494E+01    0.126418587377414497E+03   -0.216877053673611409E+01    0.157013196897976659E+01    0.156546739605039505E+03    0.420393065667688859E+01
    0.289726629322209146E-98    0.820726447048234513E+04    0.753493996105518565E-01   -0.115821406788870629E+01    0.142508254049120382E+03   -0.233859574346296739E+01    0.536060193164680072E+02    0.314093105647264359E+02    0.159104030682477088E+03
    0.372167567228199510E-98    0.820676165771934575E+04    0.177782388244463935E+00   -0.710219049917430456E+00    0.856793105920213520E+02   -0.229449902261693284E+01    0.998246345985671724E+01    0.674436433005312637E+02    0.112873056385390385E+03
    0.415754931136186833E-98    0.820653815416647740E+04    0.130640554097925354E+00   -0.811665428885253615E+00    0.115401703394901148E+03   -0.288830277623418974E+01    0.264935856232072240E+02    0.303214871386627749E+02    0.509260812374421619E+02
    0.540087407920379211E-98    0.820601288413816656E+04    0.127529239819575813E+00   -0.860759977093882300E+00    0.108888006939679570E+03   -0.224967443464452943E+01    0.938647342511594474E+02    0.173797453068311910E+03    0.152832140658809294E+03
    0.551013070640556396E-98    0.820597082906303876E+04    0.859424808432335263E-01   -0.114849555134661574E+01    0.125425366088051831E+03   -0.269927199321867795E+01    0.306064875474247025E+02    0.773993375733543871E+02    0.394304603585345745E+02
    0.599421511738999186E-98    0.820580041603807331E+04    0.106563314705979101E+00   -0.983207693510248726E+00    0.112602326520093612E+03   -0.304511728136989612E+01    0.499846042569463052E+02    0.511241400608187178E+02    0.187904985598814079E+03
    0.629823146511685561E-98    0.820569946800381695E+04    0.127208980909136432E+00   -0.884904617575858810E+00    0.101772086331807202E+03   -0.264998550621874074E+01    0.702631341471382598E+02    0.670900719004132213E+02    0.171770442998154550E+03
